,pos_caption,neg_caption,pos_image_id,pos_subject,pos_verb,pos_object,neg_verb,pos_matched_tense,neg_matched_tense
1207,A boy sits on the couch.,a boy lies on the couch.,1249,boy,sit,couch,lie,sits, lies
1208,The woman lies on the beach.,the woman strolls on the beach.,798,woman,lie,beach,stroll,lies, strolls
1217,Children run on the field.,children walk on the field.,688,child,run,field,walk,run, walk
1223,This person runs track.,this person walks track.,912,person,run,track,walk,runs, walks
1226,A man walking in the street.,a man sweeping in the street.,1802,man,walk,street,sweep,walking, sweeping
1228,A league team prepares to play their game.,a league team runs to play their game.,684,team,prepare,game,run,prepares, runs
1230,Person lying in a field,person sitting in a field,1251,person,lie,field,sit,lying, sitting
1233,A person walks through water.,a person jumps through water.,145,person,walk,water,jump,walks, jumps
1247,A volleyball player saves the ball.,a volleyball player slides the ball.,1469,player,save,ball,slide,saves, slides
1248,A person captures another person.,a person fights another person.,1815,person,capture,person,fight,captures, fights
1252,A player argues with another player.,a player serves with another player.,1819,player,argue,player,serve,argues, serves
1257,woman sits with umbrella,woman stands with umbrella,1826,woman,sit,umbrella,stand,sits, stands
1258,A person is holding a picture.,a person is capturing a picture.,84,person,hold,picture,capture,holding, capturing
1263,Player run with ball,player stretch with ball,792,player,run,ball,stretch,run, stretch
1266,A person and a child stand on a pier,a person and a child walk on a pier,1796,person,stand,pier,walk,stand, walk
1267,A girl lying in the grass.,a girl sitting in the grass.,1836,girl,lie,grass,sit,lying, sitting
1282,Players run on a field.,players play on a field.,1851,player,run,field,play,run, play
1283,A person holds hands with a girl.,a person plays hands with a girl.,1641,person,hold,girl,play,holds, plays
1288,An adorable girl stands near a fence with her teddy bear.,an adorable girl sits near a fence with her teddy bear.,611,girl,stand,fence,sit,stands, sits
1290,An animal sits in a meadow.,an animal runs in a meadow.,1620,animal,sit,meadow,run,sits, runs
1292,A person is singing in a concert.,a person is performing in a concert.,972,person,sing,concert,perform,singing, performing
1295,People walk down the street.,people go down the street.,387,person,walk,street,go,walk, go
1301,A player takes the ball.,a player slides the ball.,1112,player,take,ball,slide,takes, slides
1303,A woman sitting in the park.,a woman walking in the park.,1869,woman,sit,park,walk,sitting, walking
1306,A businessman walks on a beach.,a businessman sits on a beach.,1355,businessman,walk,beach,sit,walks, sits
1311,People wandering in the street.,people going in the street.,1131,person,wander,street,go,wandering, going
1314,A soccer player saves the ball.,a soccer player returns the ball.,1877,player,save,ball,return,saves, returns
1323,A person directs a player.,a person celebrates a player.,1165,person,direct,player,celebrate,directs, celebrates
1324,Older man sits on the floor in living room,older man stands on the floor in living room,1886,man,sit,room,stand,sits, stands
1328,A player hit another at the half.,a player throw another at the half.,1118,player,hit,half,throw,hit, throw
1329,A WOMAN STANDS IN THE CHAIR,a woman sits in the chair,1538,woman,stand,chair,sit,stands, sits
1332,man running along the sidewalk,man walking along the sidewalk,1293,man,run,sidewalk,walk,running, walking
1340,Boats are moored in the lake.,boats are floated in the lake.,1121,boat,moor,lake,float,moored, floated
1348,Cars passing on the highway,cars going on the highway,1912,car,pass,highway,go,passing, going
1351,The man will sit on the pier.,the man will run on the pier.,343,man,sit,pier,run,sit, run
1354,I wouldn't want to be the person that got kicked.,i wouldn't want to be the person that took kicked.,1919,person,get,kick,take,got, took
1361,This woman is playfully jumping in the water.,this woman is playfully walking in the water.,884,woman,jump,water,walk,jumping, walking
1362,Children sit on a beach.,children walk on a beach.,1926,child,sit,beach,walk,sit, walk
1365,A boat can moor while at sea.,a boat can sail while at sea.,1931,boat,moor,sea,sail,moor, sail
1366,The dog lies in the grass,the dog stands in the grass,1932,dog,lie,grass,stand,lies, stands
1370,The may was lying on the beach.,the may was standing on the beach.,577,man,lie,beach,stand,lying, standing
1372,A boy runs by the sea.,a boy swims by the sea.,1938,boy,run,sea,swim,runs, swims
1374,The girl played with the ball.,the girl took with the ball.,909,girl,play,ball,take,played, took
1375,A person swims in the water.,a person wades in the water.,1727,person,swim,water,wade,swims, wades
1377,The man runs on the shore.,the man sits on the shore.,1941,man,run,shore,sit,runs, sits
1382,A person goes up a street.,a person hugs up a street.,1947,person,go,street,hug,goes, hugs
1385,Woman crosses the road.,woman walks the road.,1950,woman,cross,road,walk,crosses, walks
1389,The badminton player is returning the shot.,the badminton player is hitting the shot.,1956,player,return,shot,hit,returning, hitting
1392,The child did not have to stand in the field.,the child did not have to run in the field.,1959,child,stand,field,run,stand, run
1393,Person pretends to hold person up.,person pretends to pull person up.,353,person,hold,person,pull,hold, pull
1395,A man leans on the chair.,a man sits on the chair.,1593,man,lean,chair,sit,leans, sits
1399,The boat sailed the sea,the boat floated the sea,1438,boat,sail,sea,float,sailed, floated
1404,A woman lies in a hammock.,a woman sits in a hammock.,1972,woman,lie,hammock,sit,lies, sits
1405,A person tapping a soccer ball.,a person saving a soccer ball.,1973,person,tap,ball,save,tapping, saving
1412,Trainer is having a stretch session with a player.,trainer is having a jog session with a player.,1395,player,stretch,session,jog,stretch, jog
1415,woman sits against tree,woman stands against tree,323,woman,sit,tree,stand,sits, stands
1422,A  man jump in the mountain,a man run in the mountain,705,man,jump,mountain,run,jump, run
1430,A horse sitting in a meadow.,a horse running in a meadow.,2000,animal,sit,meadow,run,sitting, running
1432,A woman is walking on sand.,a woman is sitting on sand.,1012,woman,walk,sand,sit,walking, sitting
1433,A person took a walk on the beach.,a person took a jog on the beach.,2002,person,walk,beach,jog,walk, jog
1434,A woman sits in the sand.,a woman stands in the sand.,1692,woman,sit,sand,stand,sits, stands
1438,A player kneels after a hit in a cricket match.,a player kneels after a collide in a cricket match.,2006,player,hit,match,collide,hit, collide
1440,A person completes against other soccer players.,a person completes against other soccer players.,591,person,compete,player,hold,No match,
1445,The woman sat on the hammock.,the woman lay on the hammock.,525,woman,sit,hammock,lie,sat, lay
1446,A woman is floating on the water.,a woman is swimming on the water.,2016,woman,float,water,swim,floating, swimming
1450,A woman lying in the grass.,a woman lying in the grass.,274,woman,lay,grass,sit,No match,
1451,player score a goal,player shoot a goal,1023,player,score,goal,shoot,score, shoot
1454,A person sitting on the grass.,a person resting on the grass.,2022,person,sit,grass,rest,sitting, resting
1455,A woman is standing at the conference table shaking hands.,a woman is sitting at the conference table shaking hands.,217,woman,stand,table,sit,standing, sitting
1461,A person getting the boxing win.,a person scoring the boxing win.,1572,person,get,win,score,getting, scoring
1462,Man walks by trees,man sits by trees,2029,man,walk,tree,sit,walks, sits
1464,A player passes in a match.,a player collides in a match.,51,player,pass,match,collide,passes, collides
1466,This person is in a man pose.,this person is in a man pose.,1186,person,pose,man,look,No match,
1468,The orange cat is sitting in grass.,the orange cat is lying in grass.,2034,cat,sit,grass,lie,sitting, lying
1473,A man is crossing the road.,a man is jogging the road.,2038,man,cross,road,jog,crossing, jogging
1480,Person runs on a track.,person stands on a track.,1569,person,run,track,stand,runs, stands
1483,Players are in the stands watching a pitch.,players are in the winds watching a pitch.,243,player,stand,pitch,wind,stands, winds
1486,The man walks through the field.,the man stands through the field.,1167,man,walk,field,stand,walks, stands
1489,The player decides to bounce the ball on their foot.,the player decides to hold the ball on their foot.,2053,player,bounce,ball,hold,bounce, hold
1491,Woman standing in a park,woman sitting in a park,2056,woman,stand,park,sit,standing, sitting
1493,woman walks in forest,woman runs in forest,2058,woman,walk,forest,run,walks, runs
1499,A woman standing in the sand.,a woman sitting in the sand.,2062,woman,stand,sand,sit,standing, sitting
1503,The person ran on the trail.,the person walked on the trail.,1467,person,run,trail,walk,ran, walked
1509,The person chipped the ball.,the person vied the ball.,2070,person,chip,ball,vie,chipped, vied
1513,A woman walking on the shore.,a woman running on the shore.,2074,woman,walk,shore,run,walking, running
1514,The kid will run on the street.,the kid will walk on the street.,194,kid,run,street,walk,run, walk
1517,A woman goes for a walk in a meadow.,a woman goes for a sit in a meadow.,2077,woman,walk,meadow,sit,walk, sit
1523,The car passes quickly to get to the road.,the car runs quickly to get to the road.,2083,car,pass,road,run,passes, runs
1525,A girl sits in the grass.,a girl stands in the grass.,675,girl,sit,grass,stand,sits, stands
1527,A boy runs by the sea.,a boy swims by the sea.,708,boy,run,sea,swim,runs, swims
1528,A dog rests on the lawn.,a dog stands on the lawn.,2089,dog,rest,lawn,stand,rests, stands
1538,Chip tutorial for kicking ball for football players,lay tutorial for kicking ball for football players,2099,player,chip,ball,lay,chip, lay
1543,A person goes wild while holding a ball.,a person vies wild while holding a ball.,643,person,go,ball,vie,goes, vies
1545,A hockey player makes a pass to the team.,a hockey player makes a celebrate to the team.,2107,player,pass,team,celebrate,pass, celebrate
1546,A boy sits in front of a girl.,a boy stands in front of a girl.,370,girl,sit,front,stand,sits, stands
1547,The man pitched to the team.,the man stood to the team.,2109,person,pitch,team,stand,pitched, stood
1549,A player spins the ball,a player gets the ball,2110,player,spin,ball,get,spins, gets
1552,A girl runs toward the sea,a girl walks toward the sea,284,girl,run,sea,walk,runs, walks
1553,A woman is walking along the sea.,a woman is floating along the sea.,315,woman,walk,sea,float,walking, floating
1555,A player makes a catch during the game.,a player makes a throw during the game.,2115,player,catch,game,throw,catch, throw
